富裕,富有
自诩,自夸
自感汗颜,自愧弗如
自主,自立
咎由自取,自取其祸
记住,记着
利欲熏心,自私自利
自坠陷阱,自投罗网
自大,自信
自作掩饰,自圆其说
怨天尤人,自怨自艾
志愿,自愿
自负,自尊
作法自毙,自作自受
统共,总共
记着,记取
伎俩,本领
私运,走私
交运,走运
拦阻,阻碍
拦截,阻挡
阻当,阻梗
拦阻,阻截
拦阻,阻拦
拦阻,阻挠
壅闭,阻塞
制止,阻止
停滞,阻滞
构造,组织
纪录,记录
研讨,钻研
末了,最后
近来,最近
纪念,怀念
终极,最终
罪不容诛,罪该万死
罪行,罪过
罪大恶极,罪孽深重
纪行,游记
纪要,记要
忌辰,忌日
忌讳,隐讳
忌日,忌辰
技俩,款式
尊重,尊敬
技巧,本领
技术,技能
技巧,技能
技艺,武艺
际遇,境遇
依照,遵照
节流,撙节
捉襟见肘,左支右绌
袖手旁观,作壁上观
作歹,作恶
自作自受,作法自毙
季节,季候
季子,幼子
济济一堂,座无虚席
济困扶危,雪中送炭
下狱,坐牢
诚惶诚恐,坐卧不安
漫谈,座谈
造作,做作
AV女优,***
奸淫,***
淫乱,***
来回,往返
立刻,马上
坚决,果断
恐惊,恐惧
农夫,农民
继承,担当
继承,继续
赛过,胜过
闻名,著名
满意,满足
新居,新房
天涯,天边
遇到,碰到
继往开来,承前启后
继续,继承
寂静,悄悄
寂静,悄然
寂聊,枯寂
寂寞,寥寂
认识,熟悉
舒畅,愉快
立刻,连忙
寂然,肃然
寄存,寄放
直立,竖立
听从,服从
绝技,特技
惊叹,赞叹
寄放,存放
奇丽,秀丽
著名,闻名
震惊,震动
预测,猜测
寄迹,托足
相宜,适宜
恬静,舒适
寄居,借居
寄宿,投止
寄托,拜托
清晰,清楚
哀求,请求
挺秀,挺拔
寄义,含义
寄望,留意
寄予,寄与
寄与,寄予
挽救,拯救
天涯,天际
自在,安闲
祭奠,祭祀
短暂,长久
短途,长途
简朴,简单
增援,支援
疲劳,疲惫
惊疑,惊奇
审视,审阅
愣住,停住
眺望,远望
挖苦,讥讽
疑惑,迷惑
轻蔑,轻视
侮辱,欺侮
严肃,严厉
清澈,清亮
悄悄,静静
温和,温顺
淹没,沉没
灾害,灾难
胜负,胜败
气愤,生气
准备,预备
短缺,充足
短跑,长跑
美丽,漂亮
洁白,雪白
中央,中心
短命,长寿
优美,美丽
新颖,新奇
挣脱,摆脱
敏捷,灵敏
笑容,笑脸
茂盛,繁茂
短工,长工
著名,有名
准确,正确
训练,练习
容易,轻易
智慧,聪明
短处,长处
凝结,凝聚
舒展,伸展
生机,生气
战役,战争
情谊,友谊
侦探,侦察
看守,看管
焦急,焦虑
祭祀,祭奠
加倍,更加
加害,侵犯
加快,加速
独奏,合奏
独唱,合唱
渎职,尽职
毒草,香花
严峻,严重
思索,思考
镇定,镇静
糟蹋,糟践
奇怪,希奇
都,皆
冻结,解冻
动作,举措
动摇,坚定
动物,植物
动态,静态
动身,出发
动怒,息怒
动机,效果
加之,加上
夹克,茄克
冬季,夏季
夹杂,混合
夹肢窝,胳肢窝
佳宾,嘉宾
佳话,韵事
佳构,精品
佳丽,美人
佳偶,匹俦
佳偶天成,嘉偶天成
佳人,美人
家产,产业
家传,祖传
无边无涯,无边无际
迷迷糊糊,模模糊糊
家当,产业
家丁,仆人
家境,家景
丢盔弃甲,落花流水
丢,拾
定期,活期
家境,家道
家眷,家属
家破人亡,流离失所
家庭祸变,萧墙之祸
家乡,故乡
家信,家书
家园,故里
家属,家族
家族,家属
嘉宾,高朋
嘉会,盛会
嘉奖,夸奖
价格,代价
甲由,蟑螂
甲鱼,团鱼
价钱,价格
价值,代价
价值连城,价值千金
驾轻就熟,得心应手
驾返瑶池,跨鹤西归
驾驭,把握
驾驭,驾御
驾御,驾驭
架空,排挤
假充,冒充
架势,架式
假称,托辞
假公济私,损人利己
假公济私,营私舞弊
假话,谎话
假话,谎言
假货,赝品
假票,伪钞
假仁假义,假装好人
假日,沐日
假如,如果
假若,倘使
假使,倘使
点头,摇头
点燃,扑灭
点,面
典雅,高雅
颠扑不破,牢不可破
缔造,创立
假意,冒充
假造,捏造
假造,虚构
假装,冒充
假装好人,假仁假义
嫁祸,移祸
嫁祸他人,以邻为壑
嫁祸于人,以邻为壑
嫁妆,妆奁
嫁妆,嫁奁
嫁装,嫁妆
奸刁,奸狡
奸滑,奸诈
奸狡,奸刁
奸巧,巧诈
奸细,特工
奸险,刁滑
奸笑,狞笑
奸淫,奸骗
奸淫,奸通奸骗
奸诈,刁滑
奸诈,奸巧
尖刻,刻薄
尖酸,刻薄
尖酸刻薄,繁言吝啬
坚不可摧,坚如盘石
坚持不懈,坚韧不拔
坚持到底,贯彻始终
坚辞,峻拒
坚定,刚强
坚定不移,百折不挠
地,天
抵御,抵挡
抵赖,承认
抵挡,抵御
抵达,到达
抵触,冲突
坚固,结实
坚固,坚硬
坚苦,困难
坚苦卓绝,历尽艰辛
坚忍,坚固
坚韧,坚固
坚韧不拔,坚持不懈
坚实,坚固
坚如磐石,固若金汤
坚守,服从
坚毅,坚贞
坚毅刚烈,刚正
坚硬,坚固
坚贞,坚忍
坚贞不屈,傲雪欺霜
歼灭,扑灭
间不容发,岌岌可危
间谍,特工
间断,中断
间隔,隔断
肩摩踵接,肩背相望
肩摩踵接,前后相接
肩负,负担
艰巨,困难
艰苦,费力
艰苦朴素,勤勤俭俭
艰难,艰巨
艰难,艰苦
艰深,深邃
兼并,吞并
兼顾,分身
监犯,犯人
监管,羁系
监禁,羁系
监牢,缧绁
监视,监督
监视,看管
湔雪,洗雪
缄口不言,默不作声
低音,高音
低压,高压
低温,高温
俭朴,朴实
低三下四,高人一等
低落,高涨
低劣,优良
低廉,昂贵
低空,高空
低就,高攀
减价,跌价
减少,淘汰
减削,节减
减退,消退
剪发,剃头
检查,搜检
检察,审查
检核,检点
检讨,检验
检举,揭发
检修,检验
检阅,校阅
趼子,茧子
简便,简洁
简便,简捷
简便,轻便
简单,简朴
简洁,简便
简捷,简便
简练,简洁
简陋,大略
简略,大略
简易,浅易
翦绺,扒手
翦灭,扫除
蹇滞,困阻
见地,看法
见多识广,博古通今
见怪,见责
见机,识趣
见机行事,看风使舵
见解,看法
见利忘义,不知恩义
见猎心喜,跃跃欲动
见谅,包涵
见面,晤面
见识,见地
见识浅短,少见多怪
见闻广博,博古通今
见闻习染,目染耳濡
见笑于人,贻笑大方
见义勇为,当仁不让
见异思迁,喜新厌旧
见责,见怪
建功,立功
建国,开国
建立,创建
建树,建立
建议,发起
建造,制作
建设,扶植
贱卖,平沽
健康,康健
健忘,忘记
健壮,结实
渐渐,徐徐
践约,如约
践约,依约
得心应手,随心所欲
鉴别,判别
得当,妥当
鉴定,判定
鉴赏,观赏
鉴戒,警惕
江心补漏,临渴掘井
江中钓月,海底捞针
道德,品德
道,讲
盗,匪
将近,快要
僵持,对峙
疆场,战场
疆土,版图
疆域,领土
讲错,失言
讲和,媾和
讲话,发言
讲解,解说
讲究,讲求
讲课,授课
讲明,表明
讲明,疏解
倒退,发展
倒闭,开张
讲堂,课堂
讲述,报告
讲义,课本
奖惩,赏罚
当时,事先
奖励,嘉奖
当面,背后
当机立断,犹豫不决
奖赏,夸奖
匠心独运,别开生面
降低,低落
降价,贬价
降服佩服,投降
降临,到临
淡,浓
降生,诞生
交叉,交织
交待,交代
胆大,胆小
担当,承当
交恶,反目
交换,互换
交际,社交
交际,外交
交接,交代
单独,独自
单刀直入,开门见山
贷款,存款
交情,友爱
交壤,交界
交融,融会
交涉,谈判
交手,比武
交头接耳,窃窃私议

呆板,板滞
大张旗鼓,偃旗息鼓
大有作为,无所作为
大意,粗心
大言不惭,夸夸其谈
大巷,大街
交往,来往
交心,谈心
大题小作,小题大作
交友,结交
交战,征战
交谪,吵骂
交织,交叉
郊外,郊野
郊野,田野
郊游,远足
大名鼎鼎,默默无闻
大名,学名
娇媚,妩媚
娇羞答答,羞人答答
娇纵,骄纵
浇灌,灌溉
骄傲,自满
骄兵必败,傲卒多败
骄兵必败,傲卒多降
骄气,高慢
骄奢淫佚,骄奢淫逸
骄奢淫逸,骄奢淫佚
骄阳,烈日
骄易,轻慢
焦虑,焦急
焦土政策,坚壁清野
蕉萃,憔悴
角楼,谯楼
角门,脚门
侥幸,荣幸
狡辩,抵赖
狡滑,狡猾
狡猾,奸刁
狡猾,调皮
狡猾,桀黠
狡黠,滑头
狡诈,狡猾
绞尽脑汁,挖空心思
皎洁,洁白
矫饰,卖弄
脚根,脚跟
脚跟,脚根
脚门,角门
脚钱,力钱
脚踏两船,投机取巧
脚踏实地,实事求是
脚丫子,脚鸭子
脚鸭子,脚丫子
脚印,脚迹
脚指,脚趾
脚趾,脚指
铰链,搭钮
搅浑,混淆
打成一片,孤芳自赏
打颤,颤抖
打,挨
答,问
达观,悲观
搭救,陷害
搭,拆
剿除,剿灭
错乱,紊乱
剿灭,剿除
挫伤,伤害
矬,矮
撮合,拆散
剿灭,清剿
剿袭,袭取
缴获,缉获
叫喊,叫唤
叫花子,老花子
叫化,求乞
叫化子,叫花子
叫好,喝采
叫花子,托钵人
叫苦连天,叫苦不迭
叫嚷,叫喊
叫声,啼声
叫嚣,哗闹
叫真,较真
轿子,肩舆
较劲,较量
较量,比力
教材,课本
教导,辅导
脆,坚
摧残,培植
促退,促进
粗壮,细弱
粗制滥造,精雕细刻
粗野,粗暴
粗通,精通
粗疏,细致
教化,教养
粗率,草率
粗鲁,粗暴
粗劣,精致
粗粮,细粮
粗放,集约
教师,西席
教室,课堂
教唆,挑拨
粗暴,粗犷
粗,细
凑合,对付
聪明,聪慧
从容就义,贪生怕死
教训,教导
教养,修养
教育,教诲
阶级,阶层
阶梯,门路
阶下囚,囚徒
皆宜,咸宜
接触,打仗
接棒人,接班人
接风,拂尘
次要,主要
接管,接受
接见,访问
接近,靠近
接收,吸收
接受,担当
接头,讨论
接于眼前,近在眉睫
接踵,相继
揭穿,揭露
揭发,检举
揭竿而起,逼上梁山
揭发,讦扬
蠢,笨
纯真,纯洁
纯,杂
春色,秋色
春风满面,愁眉苦脸
春风得意,愁眉苦脸
春,秋
锤炼,锻炼
揭发,诘扬
揭露,揭穿
揭露,揭破
舛误,谬误
传染,污染
传播,传达
揭示,展现
穿,脱
处分,奖励
揭晓,发表
街市,市井
街市商人,市井
街头,陌头
除暴安良,仗势欺人
孑然一身,形单影只
出言不逊,温文尔雅
孑遗,余存
节俭,俭仆
节俭,俭约
出仕,退隐
节减,减省
节减,减削
节减,简略节略
节减,节省
节流,节省
节女,烈女
节拍,节奏
节气,骨气
节省,节约
节外生枝,添枝加叶
节约,节省
节约,勤俭
节制,控制
劫持,挟制
劫夺,侵夺
出卖,出售
劫夺,侵掠
劫后余生,大难不死
出借,归还
出家,还俗
出击,反击
劫掠,劫夺
劫掠,强抢
劫掠,抢夺
劫掠,抢掠
劫运,劫数
杰出,良好
杰作,佳构
诘问,诘责
诘责,诘问
拮据,窘迫
瞅,顾
丑陋,漂亮
丑化,美化
稠密,稀疏
稠,稀
愁容,笑容
愁眉苦脸,喜笑颜开
愁眉不展,愁眉苦脸
愁,忧
仇,恩
宠,辱
崇山峻岭,一马平川
崇敬,敬重
洁净,清洁
冲锋陷阵,望风而逃
洁身自爱,守身如玉
充实,空虚
结拜兄弟,拜把兄弟
耻笑,赞美
耻,荣
持重,稳健
迟到,早退
迟,早
弛,张
痴呆,聪慧
媸,妍
吃一堑;长一智,重蹈覆辙
吃苦,享乐
程序,顺序
惩罚,惩办
惩,奖
乘兴,败兴
乘人之危,落井下石
城市,乡村
城,乡
诚心诚意,虚情假意
诚然,固然
诚恳,诚实
承前启后,承上启下
承,启
成千上万,不计其数
结果,后果
结果,效果
结合,联合
结婚,完婚
结婚,娶亲
结局,了局
结盟,缔盟
结纳,笼络
结亲,攀亲
结尾,末端
结余,节余
结怨,树怨
桀骛,蛮横
桀黠,狡猾
捷报,喜报
截然不同,大相径庭
截止,停止
截至,停止
竭尽全力,不遗余力
竭尽心思,殚精竭虑
竭力,勉力
解除,排除
解雇,开除
解救,补救
解决,办理
解剖,剖解
解散,遣散
解释,诠释
解释,表明
解说,讲授
解危,抒难
解析,剖析
介弟,令弟
介怀,介意
介入,参与
介绍,先容
介意,介怀
戒备,警备
戒备,警觉
戒勉,饬厉
借贷,假贷
晨,朝
陈列,陈设
陈迹,遗迹
陈腐,新鲜
借鉴,鉴戒
借据,借券
借口,捏词
借钱,乞贷
借题发挥,拐弯抹角
巾帼须眉,女中豪杰
巾帼英雄,女中丈夫
沉默寡言,夸夸其谈
沉闷,活跃
沉浸,沉溺
今朝,目前
今非昔比,今是昨非
今后,以后
今日,本日
今世,当代
今天,本日
今夜,彻夜
斤斤计较,琐屑较量
金碧堂皇,富丽堂皇
金风抽丰,秋风
金科玉律,清规戒律
金兰交,莫逆交
金莲,弓足
金石之盟,山盟海誓
金钱,款项
金樽旨酒,玉液琼浆
津润,滋润
津贴,补助
矜持,自持
矜恤,悯恤
筋疲力尽,精疲力竭
仅有,唯一
紧记,牢记
紧紧,牢牢
紧密,精密
紧密合作,合作无懈
紧迫,紧急
紧要,紧急
紧张,告急
谨防,严防
谨记,服膺
谨慎,审慎
锦囊妙计,袖中神算
谨严,谨慎
锦绣,美丽
尽管,只管
尽可能,尽量
朝思暮想,念念不忘
朝气蓬勃,萎靡不振
朝气,暮气
朝不保夕,危在旦夕
朝,晨
尽力,努力
尽量,只管
尽情,恣意
尽人皆知,众所周知
尽收眼底,一览无余
倡导,倡议
畅销,滞销
畅通,疏通
尽心,经心
尽心尽力,全力以赴
尽兴,纵情
尽忠,效忠
怅然,欣然
近况,现状
近年,比年
近亲,嫡亲
近世,晚世
近些年,近年
近日,克日
进步神速,一日千里
进出,收支
进攻,打击
进级,升级
进口,入口
进口货,舶来品
进退两难,进退失据
进退维谷,势成骑虎
进行,举行
进修,学习
进展,希望
浸染,感化
浸礼,洗礼
浸透,渗透
缙绅,绅耆
禁不住,不由得
禁锢,监禁
禁止,克制
噤若寒蝉,默不作声
京城,都城
经办,包办
经国济民,匡时济世
长期,临时
长篇累牍,言简意赅
长跑,短跑
长年累月,天长日久
经久,耐久
经纪,掮客
经商,做生意
长,少
猖狂,猖獗
猖獗,猖狂
经受,担当
经验,履历
经营,谋划
经由,经过
荆布,糟糠
荆棘,波折
谗言,忠言
惊愕,恐慌
惊弓之鸟,伤弓之鸟
惊骇,恐惧
惊慌,惶恐
惊慌失措,手忙脚乱
惊惶,错愕
惊惶,惊悸
惊恐,恐慌
惊怕,怕惧
差距,差异
差,好
惊天动地,震天动地
惊讶,惊奇
菁华,精华
精辟,精炼
精采,杰出
精打细算,一个钱打二十四个结
精干,精悍
精悍,干练
精华,英华
精力充沛,精神抖擞
精练,简练
精炼,精粹
精良,精巧
精美,精致
精美,优美
精明,夺目
精品,佳构
精密,周详
精巧,精良
精深,博识
精神焕发,神采飞扬
精神奕奕,神采奕奕
精通,醒目
精细,精致
精心,经心
精晓,精通
精益求精,字斟句酌
精湛,高深
精湛,精深
精致,风雅
精壮,精干
精致,细腻
井井有条,齐齐整整
井蛙语海,妄自尊大
景况,境况
景色,景致
景物,风景
景象,情形
景仰,敬慕
景致,景色
憬悟,省悟
警备,戒备
警策,警励
警告,告诫
警惕,鉴戒
警省,警醒
警醒,警觉
净水,清水
竞赛,比赛
竟日,镇日
敬拜,祭奠
敬服,爱护
敬服,爱惜
敬服,尊崇
敬慕,景仰
敬慕,仰慕
敬佩,佩服
敬畏,畏敬
敬仰,敬佩
敬重,恭敬
恻隐之心,落井下石
敬服,敬重
境地,田地
境界,地步
静静,悄悄
静谧,安谧
静心,埋头
迥然不同,判然不同
窘境,逆境
窘迫,拮据
纠缠不清,扳缠不清
纠缠,胶葛
纠合,鸠合
纠集,鸠集
纠率,鸠率
究竟,毕竟
鸠合,纠合
鸠集,纠集
九、,9、
九牛一毫,沧海一粟
久长,悠久
久而久之,长此以往
久旱,亢旱
九泉,地府
酒保,侍者
酒杯,羽觞
酒店,旅店
酒绿灯红,花天酒地
酒肉朋友,猪朋狗友
酒徒,醉翁
酒涡,梨涡
酒盅,酒钟
酒钟,酒盅
旧病,宿病
旧道,古道
旧调重弹,老生常谈
旧日,昔日
旧恨,宿怨
旧事,往事
旧友,旧交
旧债,宿债
咎由自取,罪有应得
救兵,援军
救火投薪,扬汤止沸
救火员,消防员
救急,济急
救济,接济
救济,捐赠
救济,抢救
救济,援助
救济,拯救
救援,救济
救助,救济
就好了,就行了
就可,便可
就可以,就能够
就能,就可以
就手,利市
就寝,睡眠
就行了,就好了
就医,就诊
就义,断送
就诊,救治
就治,就诊
就坐,就座
就座,就坐
舅父,母舅
舅舅,娘舅
居安思危,安不忘危
居高临下,高高在上
居民,住民
居所,寓所
居心,故意
居心叵测,居心不良
狙击,偷袭
鞠躬尽瘁,全心全意
拘束,羁绊
鞫讯,过堂
局促,窄小
局势,局面
局限,范围
局势,事势
局势,事态
咀嚼,品味
举措,办法
举动,活动
举动当作,算做
举高,抬高
不自量力,量力而行
举荐,保举
举目无亲,孤苦伶仃
不学无术,真才实学
不相上下,势均力敌
不务正业,游手好闲
不痛不痒,一针见血
不识好歹,不识抬举
不胜枚举,屈指可数
举行,进行
不落窠臼,步人后尘
举一反三,闻一知十
句斟字嚼,咬文嚼字
巨擘,巨头
巨大,庞大
不可企及,指日可待
不可开交,不亦乐乎
不可多得,车载斗量
不可动摇,见异思迁
不堪一击,摧枯拉朽
不堪设想,不可思议
不胫而走,不翼而飞
不近人情,通情达理
不假思索,搜索枯肠
不即不离,若即若离
巨猾,大奸
巨头,巨子
巨细,大小
不断,不时
不打自招,屈打成招
不辞辛苦,任劳任怨
不耻下可,虚怀若谷
不便,方便
不必,不用
不,没有
拒绝,谢绝
拒守,把守
具备,具有
剧场,剧院
惧罪,畏罪
据守,扼守
据说,听说
聚会,集会
聚会会议,集会
聚积,堆积
聚集,集合
聚精会神,全神贯注
聚拢,集合
聚散,离合
聚首,聚会
捐款,捐钱
捐募,捐献
捐钱,捐款
捐躯,断送
捐献,募捐
涓滴,丝毫
镌刻,雕刻
镌汰,淘汰
倦怠,疲倦
狷介,清高
眷属,家属
眷念,怀念
孓然一身,形影相吊
决策,决议
决绝,断交
决心,刻意
决一死战,背注一掷
决议,决定
博大,广博
博,专
驳回,采纳
决战,决斗
决裂,破裂
决死,殊死
抉择,决议
绝笔,遗言
抉剔,挑剔
抉择,决定
绝壁,峭壁
绝不屈服,百折不挠
绝代,旷世
觉得,以为
军队,部队
军服,礼服
绝无仅有,独一无二
觉得,感觉
觉悟,憬悟
觉醒,醒觉
倔犟,倔强
崛起,突起
掘客,发掘
攫取,掠夺
军工,兵工
军功,战功
军火,军器
军舰,兵舰
军器,军火
军人,甲士
军人,武士
军师,智囊
军械,军器
军营,虎帐
均可,都可
均匀,匀称
俊丽,美丽
俊秀,英俊
峻拒,坚辞
馂余,冷炙
开辟,拓荒
开创,首创
开发,开辟
开国,建国
开花,着花
开怀,舒怀
开火,开仗
表彰,惩处
表扬,褒扬
表演,扮演
表明,标明
开朗,爽朗
开麦拉,摄影机
开门见山,开宗明义
开门揖盗,引狼入室
开幕,揭幕
开山祖师,鼻祖
开始,最先
开脱,摆脱
开玩笑,恶作剧
开消,开销
开销,开消
开宗明义,开门见山
凯旅,班师
慨诺,允承
楷模,榜样
刊行,发行
勘测,勘察
变化多端,变化无常
堪称,可谓
堪舆术,青鸟术
坎坷,崎岖
看成,当作
看穿,看破
看法,见解
看风使舵,见风转舵
看风使舵,见机行事
看见,瞥见
看破,看头
看破,看透
看破,识破
康复,病愈
看作,看做
看做,看作
康年,丰年
亢旱,久旱
抗捕,拒捕
抗命,方命
抗命,逆命
考察,观察
考场,科场
考核,审核
考究,精细精美
考虑,思量
考验,磨练
拷打,鞭挞
犒军,劳军
犒赏,赏赐
靠得住,可靠
边界,边境
边疆,内地
边际,边沿
靠山,背景
避,躲
苛刻,刻薄
苛吏,酷吏
瞌睡,打盹
磕头,叩首
可大可小,小大由之
可否,能否
可贵,难得
可口,适口
可靠,靠得住
可能,大概
可怕,恐怖
可怕,可骇
可钦,可佩
可让,可以让
可人,可儿
可使,可以使
可是,但是
可信,可托
可以或许,能够
可以让,可让
可以使,可使
渴慕,渴仰
渴念,孺慕
渴望,巴望
